144100	0
100289274	1
64327	2
441771	3
4485	4
248	5
347468	6
7124	7
29993	8
727924	9
7421	10
102724473	11
100507195	12
3665	13
11016	14
57491	15
4609	16
25861	17
580	18
9963	19
841	20
4440	21
27163	22
81631	23
101669762	24
23627	25
7471	26
100301736	27
100126327	28
81533	29
63874	30
285641	31
102723166	32
7240982	33
285154	34
147007	35
4987	36
3280	37
7727	38
2879	39
440956	40
1485	41
80023	42
110357	43
100379141	44
26789	45
8938	46
100033430	47
105378220	48
22041	49
5241	50
22927	51
3868	52
219487	53
9971	54
100874222	55
1527	56
5143	57
407015	58
100874014	59
1555	60
3630	61
590	62
8856	63
5018	64
100132037	65
1588	66
100526835	67
1244	68
1950	69
23671	70
54556	71
6584	72
1592	73
213	74
100616465	75
207	76
106479551	77
3934	78
4723	79
107423	80
4780	81
5961	82
2580	83
441818	84
6582	85
474354	86
79090	87
84275	88
406917	89
9747	90
664709	91
4790	92
9732	93
1544	94
5553	95
106479576	96
356	97
6773	98
8577	99
7503	100
645811	101
26054	102
2932	103
339201	104
8290	105
23705	106
100128124	107
642413	108
54538	109
132228	110
4648	111
1139	112
222235	113
51764	114
54465	115
100287216	116
406947	117
85016	118
23529	119
9429	120
145837	121
7277	122
101954272	123
27257	124
5753	125
37798	126
284207	127
57604	128
9962	129
102723605	130
643749	131
26822	132
6387	133
79089	134
4514	135
346171	136
8538	137
3558	138
406930	139
55288	140
440345	141
10211	142
100506581	143
55802	144
140612	145
22941	146
4036	147
3297	148
286436	149
100124449	150
340120	151
10913	152
1270	153
79983	154
836	155
2353	156
100861402	157
100533952	158
10498	159
644397	160
81858	161
79788	162
25	163
3708	164
8565	165
693234	166
284266	167
90417	168
646096	169
331	170
595	171
113746	172
9641	173
80304	174
5337	175
835	176
2501	177
117194	178
8476	179
55152	180
151009	181
100873965	182
442895	183
54622	184
284433	185
693230	186
4836	187
953	188
148867	189
100134938	190
29108	191
64800	192
2507	193
155006	194
2335	195
3586	196
2099	197
644745	198
6352	199
5243	200
221421	201
999	202
64127	203
101929224	204
406940	205
80146	206
1026	207
3091	208
659	209
100874096	210
6657	211
342892	212
100131160	213
574443	214
104564224	215
152118	216
101929395	217
25816	218
317662	219
23250	220
106481309	221
221547	222
6746	223
6256	224
100422914	225
5595	226
651250	227
10360	228
81502	229
102465864	230
100034914	231
3458	232
503638	233
22826	234
199834	235
767558	236
84720	237
165140	238
64747	239
58490	240
2866	241
100287098	242
389141	243
596	244
122706	245
54435	246
6241	247
100217417	248
4067	249
406932	250
79698	251
400242	252
652995	253
4193	254
123775	255
2633	256
100033811	257
26786	258
2596	259
5468	260
54480	261
389649	262
3576	263
126520	264
201243	265
29063	266
100616492	267
728622	268
1786	269
108589157	270
100033545	271
13112	272
79473	273
5741	274
645688	275
285941	276
100873939	277
84645	278
8505	279
343066	280
6780	281
100500846	282
100301806	283
1390	284
5728	285
405	286
25880	287
400866	288
2688	289
240	290
5300	291
148281	292
574444	293
497190	294
101927547	295
64078	296
44238	297
6648	298
1386	299
84432	300
25831	301
3093	302
54658	303
3162	304
43	305
54764	306
123879	307
1553	308
5465	309
100130935	310
442916	311
6736	312
353299	313
91522	314
23788	315
131450	316
6720	317
4012	318
55380	319
3654	320
4353	321
100126347	322
406141	323
146225	324
729950	325
5914	326
399972	327
196996	328
6251	329
2517	330
113251	331
4312	332
420623	333
106478985	334
367	335
26576	336
170067	337
202658	338
2033	339
9924	340
9383	341
644844	342
1141	343
1447	344
5076	345
84991	346
23411	347
441089	348
183	349
442325	350
79153	351
5053	352
389874	353
219437	354
11160	355
50810	356
51608	357
8483	358
25976	359
57659	360
100093631	361
36849	362
100616181	363
834	364
8648	365
694	366
2103	367
388566	368
112812	369
9363	370
29780	371
80255	372
391833	373
441191	374
51195	375
4563	376
390561	377
100189518	378
6832	379
54756	380
693133	381
8100	382
100128292	383
80724	384
400696	385
9929	386
83902	387
901	388
128488	389
23643	390
103724388	391
1509	392
7270	393
1499	394
7027	395
1890	396
53	397
577423	398
11339	399
79144	400
2060	401
26651	402
100169898	403
867	404
284716	405
153364	406
42092	407
85480	408
5165	409
642592	410
101928917	411
5743	412
2309	413
5594	414
101928604	415
10413	416
100195956	417
5546	418
388550	419
3309	420
407009	421
111216275	422
84790	423
6666	424
4318	425
341392	426
9669	427
7507	428
8795	429
842	430
672	431
64748	432
100505879	433
2242	434
421842	435
387758	436
57053	437
467	438
101928022	439
128637	440
644037	441
10168	442
26065	443
1956	444
84288	445
7033	446
26269	447
100379291	448
100101266	449
1545	450
81562	451
2885	452
51341	453
5617	454
3383	455
3553	456
142	457
5055	458
100131089	459
3145	460
716	461
6622	462
574454	463
101954264	464
148103	465
9615	466
84707	467
101927415	468
7118	469
442216	470
9380	471
581	472
9970	473
105374582	474
285849	475
5447	476
100147748	477
126129	478
219409	479
6535	480
242	481
196410	482
400548	483
100306951	484
695	485
100874261	486
100033426	487
100422981	488
100506965	489
8897	490
256227	491
50631	492
116843	493
4363	494
26093	495
247	496
1543	497
64785	498
28519	499
100862668	500
440590	501
9923	502
4728	503
9241	504
63943	505
100302156	506
2327	507
3135	508
283692	509
255119	510
5599	511
3172	512
548644	513
5658327	514
121643	515
102724316	516
100506161	517
3725	518
26832	519
2002	520
100505738	521
1432	522
498177	523
3044	524
7391	525
3757	526
7001	527
80335	528
4607	529
730144	530
3693	531
7098	532
