6566	0
6581	1
366	2
3569	3
10599	4
283692	5
1728	6
728622	7
107423	8
100033545	9
5300	10
219487	11
442216	12
8678	13
332	14
5468	15
100422914	16
1890	17
100195956	18
9241	19
20308	20
842	21
40495	22
1950	23
4170	24
4363	25
730144	26
574443	27
7118	28
836	29
54658	30
3558	31
100861402	32
901	33
18098	34
389844	35
113746	36
100217417	37
8856	38
5243	39
100101266	40
420623	41
196	42
692158	43
57491	44
7364	45
126520	46
101927415	47
1485	48
407015	49
50631	50
100874014	51
3630	52
100034914	53
2034	54
5617	55
284433	56
100616236	57
406	58
503693	59
100124449	60
1591	61
100301736	62
5241	63
5961	64
283553	65
23643	66
8743	67
101928604	68
7040	69
1447	70
7421	71
100129924	72
1555	73
110357	74
101927547	75
644464	76
3479	77
651250	78
6622	79
101928022	80
100862668	81
427336	82
286436	83
122706	84
100189518	85
57412	86
574444	87
26576	88
440055	89
406947	90
10498	91
7209529	92
7015	93
146225	94
100302143	95
3043	96
109864281	97
8648	98
693221	99
5658327	100
441089	101
100132037	102
100128292	103
6657	104
834	105
581	106
4780	107
36849	108
2353	109
341392	110
1592	111
9970	112
106479576	113
101954264	114
100616240	115
1543	116
3725	117
2100	118
6564	119
2033	120
12716	121
79473	122
343066	123
6256	124
3169	125
1576	126
3145	127
596	128
387214	129
4312	130
100500880	131
2561	132
108589157	133
100306725	134
103724388	135
7471	136
7157	137
347746	138
390284	139
642585	140
2866	141
100873939	142
207	143
26789	144
81631	145
26786	146
440956	147
2932	148
25	149
7098	150
170067	151
6352	152
219409	153
100379291	154
5315	155
1588	156
5914	157
3576	158
598	159
132228	160
240	161
210	162
595	163
406917	164
7494	165
2056	166
100423037	167
25976	168
390561	169
646096	170
3172	171
6582	172
284648	173
54435	174
42092	175
6647	176
9429	177
100302740	178
101926911	179
1871	180
100616492	181
100147748	182
106481309	183
8878	184
574454	185
6241	186
100505839	187
285849	188
100271836	189
102465445	190
100506070	191
100169898	192
644037	193
999	194
791115	195
693230	196
100033811	197
339241	198
26769	199
554212	200
442916	201
101751145	202
389141	203
9817	204
1244	205
3297	206
351	207
100287216	208
729233	209
142	210
100506126	211
102723166	212
2002	213
7296	214
3565	215
391833	216
367	217
1553	218
1571	219
356	220
100131160	221
64127	222
84645	223
405	224
151009	225
152118	226
100129882	227
728693	228
643284	229
199834	230
654	231
441771	232
64647	233
4353	234
100034489	235
100616465	236
51764	237
8795	238
10413	239
85480	240
37798	241
3458	242
1545	243
1527	244
4193	245
4792	246
498177	247
793549	248
2335	249
8290	250
3044	251
3383	252
401296	253
105374582	254
3586	255
467	256
100616181	257
652995	258
3934	259
105378220	260
841	261
22826	262
590	263
387492	264
100302168	265
1026	266
6720	267
1544	268
3309	269
727924	270
3665	271
221547	272
100306951	273
1581	274
5601	275
4318	276
1141	277
387712	278
23411	279
7124	280
26680	281
83902	282
100533952	283
442083	284
2688	285
100422981	286
5447	287
1270	288
101928917	289
100506161	290
2507	291
213	292
3484	293
6774	294
6978	295
9971	296
642413	297
201243	298
3553	299
1649	300
103091866	301
101929224	302
4609	303
100874115	304
5465	305
406940	306
100287098	307
100379141	308
1906	309
38488	310
100126327	311
441191	312
183	313
44238	314
6648	315
7422	316
101954272	317
26134	318
7050	319
7161	320
100873557	321
196996	322
2488	323
2879	324
1386	325
400548	326
3757	327
26822	328
331	329
100500846	330
2309	331
285641	332
102465864	333
102723167	334
100033430	335
348120	336
2099	337
960	338
692094	339
1139	340
1499	341
637	342
5594	343
1432	344
3162	345
5728	346
100506700	347
100874096	348
693234	349
1977	350
124641	351
81858	352
442325	353
100874222	354
5371	355
26651	356
693133	357
100505738	358
1786	359
1509	360
474354	361
5595	362
3276	363
7031	364
692235	365
219437	366
5604	367
55380	368
3091	369
1956	370
5970	371
53567	372
5055	373
644844	374
387	375
5599	376
847	377
100313896	378
5743	379
100873965	380
390660	381
4440	382
399670	383
8505	384
672	385
114548	386
100505929	387
2566	388
43	389
347468	390
767558	391
344752	392
406141	393
4563	394
337878	395
4313	396
106479551	397
285941	398
100506581	399
